expid,peakid,year,season,route1,totmembers,smtmembers,smtdate,success,termreason,highpoint,o2used,commercial,camps,style
ANN260101,ANN2,1960,Spring,NW Ridge-W Ridge,10,2,1960-05-17,True,1,7937.0,True,False,6.0,
ANN269301,ANN2,1969,Autumn,NW Ridge-W Ridge,10,2,1969-10-22,True,1,7937.0,False,False,6.0,
ANN273101,ANN2,1973,Spring,W Ridge-N Face,6,1,1973-05-06,True,1,7937.0,False,False,5.0,
ANN278301,ANN2,1978,Autumn,N Face-W Ridge,2,0,1978-10-02,False,4,7000.0,False,False,,
ANN279301,ANN2,1979,Autumn,N Face-W Ridge,3,0,1979-10-18,False,4,7160.0,False,False,,
ANN280101,ANN2,1980,Spring,N Face-W Ridge,6,0,1980-04-24,False,6,7000.0,False,False,4.0,
ANN280102,ANN2,1980,Spring,SE Spur (to 6000m),7,0,1980-05-08,False,6,7250.0,False,False,4.0,
ANN281302,ANN2,1981,Autumn,NW Ridge-W Ridge,19,0,1981-09-23,False,4,6400.0,False,False,3.0,
ANN281301,ANN2,1981,Autumn,S Ridge/SE Face,9,0,1981-10-11,False,6,7400.0,False,False,5.0,
ANN282301,ANN2,1982,Autumn,S Face,5,0,1982-10-04,False,4,7350.0,False,False,5.0,
ANN283101,ANN2,1983,Spring,N Face-W Ridge,5,0,1983-05-05,False,6,7450.0,False,False,3.0,
ANN283301,ANN2,1983,Autumn,S Face-S Spur,5,4,1983-10-08,True,1,7937.0,False,False,3.0,
ANN283302,ANN2,1983,Autumn,N Face-W Ridge,6,0,1983-10-08,False,5,7300.0,False,False,5.0,
ANN283401,ANN2,1983,Winter,N Face-W Ridge,4,0,1983-12-11,False,5,5950.0,False,False,3.0,
ANN284101,ANN2,1984,Spring,S Face,3,0,1984-04-02,False,5,6000.0,False,False,2.0,
ANN284301,ANN2,1984,Autumn,SW Ridge,4,0,1984-09-03,False,5,5100.0,False,False,,
ANN285301,ANN2,1985,Autumn,S Face,8,0,1985-10-05,False,4,7020.0,False,False,4.0,
ANN286102,ANN2,1986,Spring,N Face-W Ridge,7,0,1986-04-30,False,4,7000.0,False,False,3.0,
ANN286101,ANN2,1986,Spring,NW Ridge-W Ridge,9,0,1986-05-04,False,4,7250.0,False,False,5.0,
ANN287301,ANN2,1987,Autumn,S Face,2,0,1987-10-13,False,10,7500.0,False,False,,
ANN290301,ANN2,1990,Autumn,N Face,7,0,1990-10-10,False,4,7200.0,False,False,3.0,
ANN450201,ANN4,1950,Summer,NW Ridge,6,0,1950-06-17,False,4,7300.0,False,False,4.0,
ANN452301,ANN4,1952,Autumn,NW Ridge (recon),6,0,,False,4,5700.0,False,False,,
ANN453101,ANN4,1953,Spring,Reconnaissance from S,2,0,,False,12,,False,False,,
ANN453301,ANN4,1953,Autumn,S Face (recon),7,0,,False,4,7100.0,False,False,6.0,
ANN455101,ANN4,1955,Spring,NW Ridge,4,3,1955-05-30,True,1,7525.0,False,False,4.0,
ANN457101,ANN4,1957,Spring,NW Ridge,2,2,1957-05-05,True,1,7525.0,False,False,4.0,
ANN460101,ANN4,1960,Spring,NW Ridge,4,3,1960-05-18,True,1,7525.0,False,False,5.0,
ANN469301,ANN4,1969,Autumn,NW Ridge,9,1,1969-10-07,True,1,7525.0,False,False,4.0,
ANN469302,ANN4,1969,Autumn,N Face-NW Ridge,10,3,1969-10-21,True,1,7525.0,False,False,5.0,
ANN470101,ANN4,1970,Spring,NW Ridge,8,2,1970-04-25,True,1,7525.0,False,False,4.0,
ANN474101,ANN4,1974,Spring,N Face-E Ridge,4,4,1974-04-26,True,1,7525.0,False,False,4.0,
ANN478101,ANN4,1978,Spring,NW Ridge,7,1,1978-04-23,True,1,7525.0,False,False,4.0,
ANN479301,ANN4,1979,Autumn,NW Ridge,16,0,1979-10-25,False,7,6900.0,False,False,4.0,
ANN480301,ANN4,1980,Autumn,N Face-E Ridge,14,5,1980-10-23,True,1,7525.0,False,False,4.0,
ANN481101,ANN4,1981,Spring,NW Ridge,7,2,1981-04-25,True,1,7525.0,False,False,4.0,
ANN481301,ANN4,1981,Autumn,NW Ridge,19,0,1981-10-10,False,4,7300.0,False,False,4.0,
ANN481401,ANN4,1981,Winter,N Face-NW Ridge,8,3,1981-12-22,True,1,7525.0,False,False,3.0,
ANN483101,ANN4,1983,Spring,NW Ridge,4,2,1983-05-09,True,1,7525.0,False,False,4.0,
ANN483301,ANN4,1983,Autumn,NW Ridge,15,4,1983-10-07,True,1,7525.0,False,False,3.0,
ANN484302,ANN4,1984,Autumn,NW Ridge,10,0,1984-10-06,False,4,6400.0,False,False,3.0,
ANN484301,ANN4,1984,Autumn,N Face (to 6800m),9,0,1984-10-06,False,8,6800.0,False,False,2.0,
ANN485301,ANN4,1985,Autumn,NW Ridge,15,0,1985-10-06,False,5,5000.0,False,False,,
ANN486101,ANN4,1986,Spring,NW Ridge,35,6,1986-05-02,True,1,7525.0,False,False,3.0,
ANN486301,ANN4,1986,Autumn,NW Ridge,9,2,1986-11-07,True,1,7525.0,False,False,4.0,
ANN487101,ANN4,1987,Spring,NW Ridge,6,0,1987-04-23,False,5,5700.0,False,False,,
ANN487302,ANN4,1987,Autumn,N Ridge-W Ridge,15,0,1987-10-16,False,4,6460.0,False,False,3.0,
ANN487301,ANN4,1987,Autumn,N Face rib,7,1,1987-10-10,True,1,7525.0,False,False,3.0,
ANN489301,ANN4,1989,Autumn,E Ridge from N,9,2,1989-09-20,True,1,7525.0,False,False,3.0,
ANN490301,ANN4,1990,Autumn,NW Ridge,12,0,1990-10-13,False,5,6600.0,False,False,3.0,
ANN490302,ANN4,1990,Autumn,NW Ridge,10,0,1990-10-29,False,5,6800.0,False,False,3.0,
ANN490303,ANN4,1990,Autumn,NW Ridge,8,1,1990-11-14,True,1,7525.0,True,False,3.0,
ANN491101,ANN4,1991,Spring,NW Ridge,6,0,1991-04-19,False,4,5650.0,False,False,1.0,
ANN491301,ANN4,1991,Autumn,NW Ridge,1,0,1991-09-05,False,4,6480.0,False,False,1.0,solo
ANN491302,ANN4,1991,Autumn,N Face-NW Ridge,1,0,1991-10-09,False,4,7000.0,False,False,3.0,solo
ANN491303,ANN4,1991,Autumn,NE Ridge,9,0,1991-11-15,False,4,6500.0,False,False,3.0,
ANN492101,ANN4,1992,Spring,NW Ridge,12,5,1992-05-05,True,1,7525.0,True,False,5.0,
ANN492301,ANN4,1992,Autumn,NW Ridge,6,2,1992-09-21,True,1,7525.0,False,False,3.0,
ANN492303,ANN4,1992,Autumn,NW Ridge,1,1,1992-09-23,True,1,7525.0,False,False,2.0,solo
ANN492302,ANN4,1992,Autumn,NW Ridge,6,4,1992-09-24,True,1,7525.0,False,False,3.0,
ANN492304,ANN4,1992,Autumn,NW Ridge,6,0,1992-10-02,False,4,6400.0,False,False,3.0,
MAKA88101,MAKA,1988,Spring,W Pillar up; NW Ridge down,1,1,1988-04-27,True,1,8485.0,False,False,2.0,solo
MAKA88103,MAKA,1988,Spring,Makalu La-NW Ridge,9,0,1988-05-08,False,4,7800.0,False,False,4.0,
MAKA88102,MAKA,1988,Spring,Makalu La-NW Ridge,9,0,1988-05-03,False,9,8300.0,False,False,4.0,
KANG88101,KANG,1988,Spring,N Ridge,5,3,1988-05-03,True,1,8586.0,False,False,4.0,
KANG88102,KANG,1988,Spring,N Ridge,4,0,1988-05-20,False,4,7800.0,False,False,4.0,
KANG88103,KANG,1988,Spring,SW Face,23,0,1988-04-15,False,10,8450.0,True,False,6.0,
MAKA88104,MAKA,1988,Spring,W Face,2,0,,False,11,,False,False,,
AMAD88101,AMAD,1988,Spring,SW Ridge,4,0,1988-04-10,False,5,5770.0,False,True,1.0,
AMAD88102,AMAD,1988,Spring,SW Ridge,6,0,1988-04-15,False,5,6520.0,False,True,3.0,
BARU88102,BARU,1988,Spring,N Ridge from E,6,0,1988-05-07,False,9,6500.0,False,False,4.0,
BARU88101,BARU,1988,Spring,SE Ridge,10,0,1988-05-10,False,5,7070.0,True,False,3.0,
CHAM88101,CHAM,1988,Spring,N Face-NE Ridge-E Summit,6,0,1988-05-10,False,2,7290.0,False,False,3.0,
KUSU88101,KUSU,1988,Spring,NE Ridge-N Smt,6,0,1988-04-23,False,9,6300.0,False,False,,
LSHR88101,LSHR,1988,Spring,S Ridge-SE Ridge,5,0,1988-05-12,False,4,7400.0,False,False,4.0,
CHOY88102,CHOY,1988,Spring,W Ridge-W Face,5,0,1988-04-29,False,8,7600.0,False,True,4.0,
CHOY88105,CHOY,1988,Spring,W Ridge-W Face from N,2,0,1988-05-08,False,4,7600.0,False,True,6.0,
CHOY88104,CHOY,1988,Spring,W Ridge-W Face from N,4,3,1988-05-10,True,1,8188.0,False,True,3.0,
CHOY88101,CHOY,1988,Spring,W Ridge-W Face,6,1,1988-04-30,True,1,8188.0,False,True,6.0,
CHOY88103,CHOY,1988,Spring,W Ridge-W Face from N,8,4,1988-05-01,True,1,8188.0,False,True,3.0,
CHOY88106,CHOY,1988,Spring,W Ridge-W Face from N,27,6,1988-05-30,True,1,8188.0,False,True,,
KTEG88101,KTEG,1988,Spring,SE Face,3,0,1988-04-13,False,5,6100.0,False,False,,
PUMO88101,PUMO,1988,Spring,SW Ridge,4,2,1988-04-18,True,1,7138.0,False,False,3.0,
PUMO88102,PUMO,1988,Spring,E(NE) Ridge,7,3,1988-04-26,True,1,7138.0,False,False,2.0,
TAWO88101,TAWO,1988,Spring,E Ridge/E Face,4,0,1988-04-15,False,4,6400.0,False,False,3.0,
ANNS88101,ANNS,1988,Spring,Central Spur of S Face,4,0,1988-05-07,False,8,6100.0,False,False,4.0,
ANN188101,ANN1,1988,Spring,S Face,7,5,1988-05-10,True,1,8091.0,False,False,4.0,
ANN188102,ANN1,1988,Spring,N Face,5,0,,False,11,,False,False,,
CHRE88101,CHRE,1988,Spring,SW Ridge from SE Face,7,2,1988-05-07,True,1,7371.0,False,False,6.0,
GAN288101,GAN2,1988,Spring,NE Face (to 6100m),4,0,1988-04-08,False,5,6100.0,False,False,2.0,
MANA88101,MANA,1988,Spring,NE Face,2,0,1988-03-09,False,5,5400.0,False,True,,
MANA88103,MANA,1988,Spring,NE Face,8,0,1988-05-01,False,5,7050.0,False,True,4.0,
MANA88102,MANA,1988,Spring,E Ridge-NE Face,7,3,1988-05-01,True,1,8163.0,False,False,2.0,
PUTH88101,PUTH,1988,Spring,S Ridge,9,0,1988-05-01,False,5,6300.0,False,False,3.0,
CTSE88101,CTSE,1988,Spring,N Face,5,0,,False,14,7100.0,True,False,,
AMAD88401,AMAD,1988,Winter,SW Ridge,3,3,1988-12-16,True,1,6814.0,False,True,2.0,
AMAD88402,AMAD,1988,Winter,SW Ridge,16,11,1988-12-04,True,1,6814.0,False,True,2.0,
ANN188401,ANN1,1988,Winter,S Face,8,0,1988-12-14,False,5,6800.0,False,False,2.0,
CHOY88401,CHOY,1988,Winter,SE Face,2,0,1989-01-16,False,4,5700.0,False,False,,
NEMJ88401,NEMJ,1988,Winter,W Ridge,8,0,1988-12-17,False,4,6650.0,False,False,4.0,
LANG88401,LANG,1988,Winter,SE Ridge,5,1,1988-12-11,True,1,7227.0,False,False,3.0,
TAWO88401,TAWO,1988,Winter,E Face up; E Ridge down,2,2,1989-02-15,True,1,6495.0,False,False,,
THAM88401,THAM,1988,Winter,W Ridge (to 5365m),3,0,1988-12-12,False,10,5790.0,False,False,,
YALU88401,YALU,1988,Winter,SE Face,7,0,1989-02-09,False,4,7200.0,False,False,2.0,
CTSE88201,CTSE,1988,Summer,E Face-NE Ridge,16,7,1988-08-09,True,1,7583.0,False,False,,
CHOY88201,CHOY,1988,Summer,W Ridge-W Face from N,2,2,1988-09-01,True,1,8188.0,False,True,,
EVER88401,EVER,1988,Winter,S Col-SE Ridge,17,0,1988-12-22,False,6,8700.0,True,True,4.0,
LHOT88401,LHOT,1988,Winter,W Face,5,1,1988-12-31,True,1,8516.0,True,False,3.0,
EVER88402,EVER,1988,Winter,SW Face (Bonington rte),11,0,1989-01-10,False,4,7800.0,False,False,4.0,
LANR83301,LANR,1983,Autumn,SW Ridge,6,4,1983-10-09,True,1,7205.0,False,False,3.0,
DHA183301,DHA1,1983,Autumn,NE Ridge,15,0,1983-11-03,False,4,7700.0,False,False,3.0,
DHA183303,DHA1,1983,Autumn,NE Ridge,2,2,1983-11-11,True,1,8167.0,False,False,,
DHA183302,DHA1,1983,Autumn,N Face (Pear rte),7,0,1983-10-23,False,5,6020.0,False,False,2.0,
NEMJ83301,NEMJ,1983,Autumn,E Ridge from SW,6,3,1983-10-27,True,1,7140.0,False,False,3.0,
HIME83301,HIME,1983,Autumn,S Face-W Ridge,9,0,1983-09-30,False,6,6500.0,False,False,3.0,
KGUR83301,KGUR,1983,Autumn,NW Ridge,10,5,1983-10-19,True,1,6981.0,True,False,3.0,
MAKA83302,MAKA,1983,Autumn,Makalu La-NW Ridge,4,0,1983-09-22,False,5,6700.0,False,False,2.0,
MAKA83301,MAKA,1983,Autumn,W Pillar,4,0,1983-10-14,False,6,7600.0,False,False,3.0,
NILN83301,NILN,1983,Autumn,SE Face,8,7,1983-10-24,True,1,7061.0,True,False,,
ANN383302,ANN3,1983,Autumn,W Face-NW Ridge,5,0,1983-10-22,False,4,7135.0,False,False,,
ANN383301,ANN3,1983,Autumn,E Ridge (for acclim),4,0,1983-10-08,False,6,6300.0,False,False,,
DHA683301,DHA6,1983,Autumn,W Face-W Ridge,5,4,1983-10-11,True,1,7268.0,False,False,,
LSHR83301,LSHR,1983,Autumn,SE Ridge,3,0,1983-10-21,False,10,7925.0,False,False,5.0,
MANA83302,MANA,1983,Autumn,NE Face,3,1,1983-10-22,True,1,8163.0,False,True,3.0,
MANA83301,MANA,1983,Autumn,E Ridge from N,5,0,1983-10-07,False,5,7400.0,False,False,3.0,
ANN183301,ANN1,1983,Autumn,N Face (Dutch Rib),9,0,1983-09-11,False,6,6700.0,False,False,,
ANN183302,ANN1,1983,Autumn,NW Buttress,13,0,1983-10-08,False,4,6250.0,False,False,3.0,
ANN183303,ANN1,1983,Autumn,S Face,7,0,1983-10-22,False,5,6400.0,False,False,,
CHOY83301,CHOY,1983,Autumn,S Ridge,6,0,1983-10-05,False,4,6500.0,False,False,1.0,
CHOY83302,CHOY,1983,Autumn,E Ridge via Ngojumba Kang,11,0,1983-10-16,False,4,7730.0,False,False,3.0,
NUMB83301,NUMB,1983,Autumn,SW Ridge,7,0,1983-10-16,False,5,5900.0,False,False,2.0,
CHRW83301,CHRW,1983,Autumn,SW Face Spur-S Ridge of W Smt,15,0,1983-10-10,False,6,6850.0,False,False,3.0,
GAUR83301,GAUR,1983,Autumn,S Face-SW Ridge-S Smt,15,0,1983-11-01,False,2,7010.0,False,False,3.0,
GAN383301,GAN3,1983,Autumn,SW Face,12,0,1983-10-23,False,6,6800.0,False,False,,
GAN483301,GAN4,1983,Autumn,SE Ridge,4,0,1983-10-21,False,5,6400.0,False,False,2.0,
KTEG83301,KTEG,1983,Autumn,S Face,6,0,1983-10-18,False,10,6250.0,False,False,,
AMAD83301,AMAD,1983,Autumn,N Ridge,17,13,1983-10-22,True,1,6814.0,False,False,,
AMAD83302,AMAD,1983,Autumn,SW Ridge,13,10,1983-11-05,True,1,6814.0,False,True,,
CHOB83301,CHOB,1983,Autumn,NE side,12,0,1983-10-08,False,6,6150.0,False,False,,
GLAC83302,GLAC,1983,Autumn,SW side,4,0,,False,14,6500.0,False,False,,
GLAC83301,GLAC,1983,Autumn,SW side,17,3,1983-10-22,True,1,7069.0,False,False,,
KANG83301,KANG,1983,Autumn,N Face,9,2,1983-10-21,True,1,8586.0,False,False,5.0,
KANG83302,KANG,1983,Autumn,SW Face,5,1,1983-10-17,True,1,8586.0,False,False,3.0,
BARU83302,BARU,1983,Autumn,SE Ridge,10,0,1983-10-11,False,5,6300.0,False,False,,
BARU83301,BARU,1983,Autumn,N Face-N Ridge from E,6,0,1983-10-15,False,2,7057.0,False,False,,
MAK283301,MAK2,1983,Autumn,W Face-S Ridge,6,6,1983-09-28,True,1,7678.0,False,False,3.0,
TUKU83301,TUKU,1983,Autumn,N Ridge,9,0,,False,11,,False,False,,
GANG83302,GANG,1983,Autumn,N Face-NE Ridge,10,4,1983-10-27,True,1,7455.0,False,False,2.0,
GANG83301,GANG,1983,Autumn,E Ridge from S,9,0,1983-10-06,False,8,5335.0,False,False,1.0,
AMAD83401,AMAD,1983,Winter,SW Ridge,3,3,1983-12-05,True,1,6814.0,False,True,,
ANN183401,ANN1,1983,Winter,N Face,4,0,1983-12-18,False,4,6900.0,False,False,,
KGUR83401,KGUR,1983,Winter,W Face-W Ridge,4,1,1983-12-18,True,1,6981.0,False,False,2.0,
NUMB83401,NUMB,1983,Winter,SW Ridge,6,3,1983-12-11,True,1,6958.0,False,False,,
TILI83401,TILI,1983,Winter,N Face-N Ridge,4,2,1983-12-11,True,1,7134.0,False,False,,
APIM83401,APIM,1983,Winter,NW Ridge,8,2,1983-12-24,True,1,7132.0,False,False,2.0,
MANA83402,MANA,1983,Winter,S Face,11,2,1984-01-12,True,1,8163.0,False,False,4.0,
MAKA85101,MAKA,1985,Spring,Makalu La-NW Ridge-N Face,4,0,1985-05-10,False,4,8430.0,False,False,4.0,
CHOY85103,CHOY,1985,Spring,W Ridge-W Face from S,11,7,1985-05-15,True,1,8188.0,False,True,4.0,
DHA185101,DHA1,1985,Spring,N Face (Pear rte),7,0,1985-04-24,False,5,7000.0,False,False,3.0,
TUKU85101,TUKU,1985,Spring,N Ridge,7,2,1985-03-12,True,1,6920.0,False,False,2.0,
PUMO85102,PUMO,1985,Spring,SE Face,4,3,1985-05-09,True,1,7138.0,False,False,1.0,
MAK285101,MAK2,1985,Spring,W Face-S Ridge,5,3,1985-04-22,True,1,7678.0,False,False,4.0,
HIME85101,HIME,1985,Spring,SW Ridge,12,2,1985-05-23,True,1,7893.0,False,False,4.0,
AMAD85101,AMAD,1985,Spring,N Ridge,7,6,1985-04-23,True,1,6814.0,False,False,3.0,
LSHR85101,LSHR,1985,Spring,SE Ridge,1,0,1985-05-29,False,7,8100.0,False,False,4.0,solo
GURJ85102,GURJ,1985,Spring,S Face-SE Ridge (to 6000m),8,3,1985-05-17,False,1,7193.0,False,False,4.0,
KANG85101,KANG,1985,Spring,N Ridge-N Face,6,0,1985-05-13,False,4,7900.0,True,False,3.0,
ANN185101,ANN1,1985,Spring,NW Face,5,2,1985-04-24,True,1,8091.0,False,False,2.0,
DHA185102,DHA1,1985,Spring,NE Ridge,2,2,1985-05-15,True,1,8167.0,False,False,2.0,
CHOY85101,CHOY,1985,Spring,E Ridge via S Face of Ngojumba Kang (to 7800m),12,2,1985-05-28,False,1,8188.0,True,False,6.0,
NGOJ85101,NGOJ,1985,Spring,S Face-E Ridge of Cho Oyu,3,2,1985-05-22,True,1,7916.0,False,False,6.0,
NILN85101,NILN,1985,Spring,N Face-W Ridge,9,0,1985-05-19,False,5,6400.0,False,False,4.0,
ANN385101,ANN3,1985,Spring,N Face,22,3,1985-05-04,True,1,7555.0,False,False,6.0,
ANNS85101,ANNS,1985,Spring,SW Ridge,7,0,1985-04-21,False,8,5650.0,False,False,1.0,
CHOL85101,CHOL,1985,Spring,S Ridge,7,3,1985-04-19,True,1,6440.0,False,False,,
AMAD85102,AMAD,1985,Spring,W Face up; SW Ridge down,7,4,1985-05-02,True,1,6814.0,False,False,,
TAWO85101,TAWO,1985,Spring,SE Face-SE Ridge-N Face,7,4,1985-04-24,True,1,6495.0,False,False,,
YALU85101,YALU,1985,Spring,N Face-E Ridge,15,2,1985-04-22,True,1,8505.0,True,False,4.0,
OHMI85101,OHMI,1985,Spring,W Face-SW Ridge,10,9,1985-04-14,True,1,6839.0,False,False,3.0,
GAUR85101,GAUR,1985,Spring,S Face,2,0,1985-05-02,False,6,6500.0,False,False,,
GURJ85101,GURJ,1985,Spring,NW Face-W Ridge,9,4,1985-04-29,True,1,7193.0,True,False,3.0,
CHOY85102,CHOY,1985,Spring,W Ridge-W Face from N,11,9,1985-05-01,True,1,8188.0,True,True,5.0,
PUMO85101,PUMO,1985,Spring,SW Ridge,8,7,1985-04-21,True,1,7138.0,False,False,3.0,
CHOB85101,CHOB,1985,Spring,SW Ridge,5,5,1985-05-10,True,1,6686.0,False,False,1.0,
MANA85101,MANA,1985,Spring,E Ridge-NE Face,7,1,1985-05-01,True,1,8163.0,False,False,3.0,
GAN185301,GAN1,1985,Autumn,W Ridge,3,0,1985-11-11,False,10,6200.0,False,False,3.0,
HIMN85302,HIMN,1985,Autumn,N Face,8,1,1985-10-27,True,1,7331.0,False,False,3.0,
AMAD85302,AMAD,1985,Autumn,S Ridge up; SW Ridge down,5,4,1985-11-07,True,1,6814.0,False,False,1.0,
KUSU85301,KUSU,1985,Autumn,N Face,4,2,1985-11-08,True,1,6370.0,False,False,,
MANA85301,MANA,1985,Autumn,NE Face,6,0,1985-10-03,False,5,6300.0,False,True,2.0,
TUKU85301,TUKU,1985,Autumn,N Ridge,4,2,1985-09-04,True,1,6920.0,False,False,2.0,
DHA185301,DHA1,1985,Autumn,W Face (to 7250m),18,0,1985-10-25,False,5,7250.0,False,False,4.0,
BARU85301,BARU,1985,Autumn,SE Ridge (SE or SSE Ridge),15,10,1985-11-01,True,1,7152.0,False,False,2.0,
MANN85301,MANN,1985,Autumn,N Ridge (permit for trekking only),16,0,1985-10-27,False,5,4950.0,True,False,,
SAIP85301,SAIP,1985,Autumn,W Ridge,13,9,1985-10-22,True,1,7030.0,False,False,3.0,
ANNS85301,ANNS,1985,Autumn,E(SE) Face-E Ridge,11,0,1985-10-22,False,6,6500.0,False,False,3.0,
MAK285302,MAK2,1985,Autumn,W Face-S Ridge,10,0,1985-11-02,False,6,7450.0,False,False,3.0,
THAM85302,THAM,1985,Autumn,W Ridge from W Peak,7,2,1985-10-30,False,1,6618.0,False,False,2.0,
GANG85302,GANG,1985,Autumn,E Spur-NE Ridge,5,0,1985-10-28,False,4,6600.0,False,False,2.0,
ANN185301,ANN1,1985,Autumn,N Face (Dutch Rib),5,0,1985-10-03,False,5,6000.0,False,False,3.0,
ANNS85302,ANNS,1985,Autumn,E Face,6,0,1985-10-22,False,6,6500.0,False,False,,
KGUR85301,KGUR,1985,Autumn,SW Ridge,7,0,1985-10-22,False,6,6000.0,False,False,2.0,
AMAD85301,AMAD,1985,Autumn,SW Ridge,22,8,1985-10-30,True,1,6814.0,False,True,2.0,
BARU85302,BARU,1985,Autumn,,13,0,,False,11,,False,False,,
MANA85303,MANA,1985,Autumn,NE Face,15,0,1985-10-22,False,6,7200.0,False,True,2.0,
KIRA85301,KIRA,1985,Autumn,S Ridge from Nepal Pk,31,0,1985-10-15,False,4,,False,False,2.0,
MAK285301,MAK2,1985,Autumn,W Face-S Ridge,10,4,1985-10-11,True,1,7678.0,False,False,3.0,
CHOY85301,CHOY,1985,Autumn,W Ridge-W Face,4,3,1985-10-03,True,1,8188.0,False,True,3.0,
GAUR85301,GAUR,1985,Autumn,SW Ridge,5,0,1985-10-31,False,7,6200.0,False,False,4.0,
LANG85301,LANG,1985,Autumn,NE Buttress-NE Ridge,7,0,1985-10-16,False,6,5030.0,False,False,,
MANA85302,MANA,1985,Autumn,E Ridge,9,0,1985-10-09,False,5,6250.0,False,False,3.0,
DHA285301,DHA2,1985,Autumn,E Ridge from Snow Peak,4,0,1985-10-21,False,5,7200.0,False,False,3.0,
LSIS85301,LSIS,1985,Autumn,SW Ridge,9,0,1985-10-19,False,5,6100.0,False,False,3.0,
DORJ85301,DORJ,1985,Autumn,W Ridge,9,5,1985-10-03,True,1,6966.0,False,False,3.0,
HIMW85301,HIMW,1985,Autumn,SW Ridge,6,0,1985-10-07,False,4,4875.0,False,False,1.0,
GAN485301,GAN4,1985,Autumn,S Face-E Ridge,4,0,,False,6,6700.0,False,False,3.0,
HIMN85301,HIMN,1985,Autumn,SW Ridge-SW Face-E Ridge,12,2,1985-11-01,True,1,7331.0,False,False,1.0,
GANG85301,GANG,1985,Autumn,E Ridge,13,8,1985-10-23,True,1,7455.0,False,False,4.0,
MAKA85301,MAKA,1985,Autumn,Makalu La-NW Ridge,6,5,1985-10-01,True,1,8485.0,False,False,4.0,
NILS85301,NILS,1985,Autumn,S Face,4,0,1985-10-26,False,5,5900.0,False,False,2.0,
ANN385301,ANN3,1985,Autumn,E Ridge from S,5,0,,False,11,5000.0,False,False,,
DHA185303,DHA1,1985,Autumn,E Face-NE Ridge,6,0,1985-10-27,False,4,7600.0,False,False,1.0,
KANC85301,KANC,1985,Autumn,W Face,1,0,1985-10-09,False,5,6200.0,False,False,1.0,solo
ANN185302,ANN1,1985,Autumn,NW Face,2,0,1985-10-25,False,5,5600.0,False,False,,
DHA185302,DHA1,1985,Autumn,NE Ridge,2,0,1985-09-24,False,5,5400.0,False,False,,
TILI85301,TILI,1985,Autumn,NE Ridge-N Face,8,0,1985-10-26,False,5,6750.0,False,False,1.0,
NILN85301,NILN,1985,Autumn,N Face-W Ridge,7,0,1985-11-12,False,5,6200.0,False,False,3.0,
HIME85301,HIME,1985,Autumn,S Face-SW Ridge,6,2,1985-10-16,True,1,7893.0,True,False,4.0,
GAUR85401,GAUR,1985,Winter,A ridge on SW Face,4,1,1986-01-16,True,1,7135.0,False,False,3.0,
AMAD85401,AMAD,1985,Winter,NE Face up; SW Ridge down,2,2,1985-12-07,True,1,6814.0,False,False,,
ANN185401,ANN1,1985,Winter,S Face (Polish rte),16,0,1986-01-25,False,4,7300.0,False,False,4.0,
CHOY85401,CHOY,1985,Winter,W Ridge-W Face,6,2,1985-12-05,True,1,8188.0,False,False,,
MAKA85401,MAKA,1985,Winter,Makalu La-NW Ridge,7,0,1985-12-23,False,4,7520.0,False,False,3.0,
KTEG85401,KTEG,1985,Winter,SW Face-S Ridge,10,1,1985-12-31,True,1,6783.0,False,False,3.0,
KARY85401,KARY,1985,Winter,NE Face,4,0,1986-01-25,False,4,6400.0,False,False,2.0,
MANA85401,MANA,1985,Winter,NE Face,2,2,1985-12-14,True,1,8163.0,False,True,,
MAKA85402,MAKA,1985,Winter,Makalu La-NW Ridge,6,0,1986-02-09,False,4,7500.0,False,False,1.0,
AMAD85402,AMAD,1985,Winter,SW Ridge,5,0,1985-12-11,False,4,6100.0,False,True,2.0,
KANG85401,KANG,1985,Winter,SW Face,19,2,1986-01-11,True,1,8586.0,False,False,4.0,
DHA185401,DHA1,1985,Winter,E Face-NE Ridge (Macintyre Polish 1980 rte),4,3,1985-12-08,True,1,8167.0,False,False,,
PUMO86402,PUMO,1986,Winter,SW Ridge,2,1,1986-12-05,False,1,7138.0,False,False,,
NUPT86401,NUPT,1986,Winter,S Spur,2,0,1986-12-31,False,7,6700.0,False,False,,
MAKA86401,MAKA,1986,Winter,SE Ridge,2,0,1986-12-09,False,4,7500.0,False,False,,
PUMO86401,PUMO,1986,Winter,E Face,3,2,1986-12-03,True,1,7138.0,False,False,,
LOBW86401,LOBW,1986,Winter,E Face (with some variation),5,3,1987-01-30,True,1,6135.0,False,False,2.0,
AMAD86401,AMAD,1986,Winter,S Face (to right of Yugoslav rte),4,0,1986-12-10,False,4,6100.0,False,False,1.0,
NEMJ87101,NEMJ,1987,Spring,S Ridge on right-side of S Face,4,0,1987-04-22,False,4,6100.0,False,False,3.0,
MAKA87102,MAKA,1987,Spring,Makalu La-NW Ridge,9,3,1987-05-12,True,1,8485.0,True,False,4.0,
CHOY87103,CHOY,1987,Spring,W Ridge-W Face (Tichy) from S,6,0,1987-04-30,False,4,7600.0,False,True,5.0,
CHAM87101,CHAM,1987,Spring,NE Ridge-E Summit,2,0,1987-05-02,False,7,6750.0,False,False,2.0,
JANU87101,JANU,1987,Spring,S Ridge,7,0,1987-04-27,False,4,6400.0,False,False,2.0,
