expid,peakid,year,season,route1,totmembers,smtmembers,smtdate,success,termreason,highpoint,o2used,commercial,camps,style
MAKA14119,MAKA,2014,Spring,Makalu La-NW Ridge,1,1,2014-05-19,True,1,8485.0,True,False,3.0,solo
MAKA14120,MAKA,2014,Spring,Makalu La-NW Ridge,1,0,2014-05-18,False,10,8410.0,True,False,4.0,solo
MAKA14121,MAKA,2014,Spring,Makalu La-NW Ridge,4,0,2014-05-25,False,7,7700.0,False,False,3.0,
MAKA14122,MAKA,2014,Spring,Makalu La-NW Ridge,11,7,2014-05-25,True,1,8485.0,True,False,4.0,
MAKA14124,MAKA,2014,Spring,Makalu La-NW Ridge,1,0,2014-05-23,False,7,7400.0,True,False,3.0,solo
MAKA14125,MAKA,2014,Spring,Makalu La-NW Ridge,2,0,2014-05-24,False,7,7500.0,False,False,2.0,
MAKA14126,MAKA,2014,Spring,Makalu La-NW Ridge,2,2,2014-05-17,True,1,8485.0,False,False,4.0,
MAKA14127,MAKA,2014,Spring,Makalu La-NW Ridge,1,0,2014-05-01,False,4,7350.0,False,False,4.0,solo
MAKA14123,MAKA,2014,Spring,Makalu La-NW Ridge,3,1,2014-05-17,True,1,8485.0,True,False,4.0,
MANA14101,MANA,2014,Spring,NE Face,10,0,2014-05-18,False,4,7500.0,False,True,3.0,
PUMO14101,PUMO,2014,Spring,SE Face,4,0,2014-04-29,False,5,6200.0,False,False,1.0,
SALW14101,SALW,2014,Spring,SE Face,2,0,2014-05-03,False,4,4875.0,False,False,,
TSAR14101,TSAR,2014,Spring,SE Ridge,4,0,2014-05-17,False,7,6330.0,False,False,1.0,
MAKA14101,MAKA,2014,Spring,Makalu-La-NW Ridge,2,2,2014-05-25,True,1,8485.0,True,False,2.0,
MAKA14103,MAKA,2014,Spring,Makalu La-NW Ridge,1,0,2014-05-25,False,7,7700.0,False,False,3.0,solo
BARU03103,BARU,2003,Spring,SE Ridge,5,0,,False,0,,False,False,,
AMAD14101,AMAD,2014,Spring,SW Ridge,2,2,2014-04-02,True,1,6814.0,False,True,3.0,
AMAD14102,AMAD,2014,Spring,SW Ridge,1,1,2014-05-10,True,1,6814.0,False,True,2.0,solo
AMAD14103,AMAD,2014,Spring,S Face (to 5600m),4,4,2014-05-13,False,1,6814.0,False,False,2.0,
AMAD14105,AMAD,2014,Spring,SW Ridge,5,0,2014-04-30,False,14,5750.0,False,True,,
ANID14101,ANID,2014,Spring,NE Face,3,0,2014-05-02,False,4,5600.0,False,False,2.0,
ANNS14101,ANNS,2014,Spring,SW Ridge,5,0,2014-04-27,False,10,5900.0,False,False,2.0,
BARU14102,BARU,2014,Spring,SE Ridge,3,0,2014-05-03,False,8,6100.0,False,False,,
CHOY14109,CHOY,2014,Spring,NW side,1,0,2014-04-27,False,7,6000.0,False,True,,solo
CHOY14110,CHOY,2014,Spring,NW side,6,2,2014-05-17,True,1,8188.0,False,True,3.0,
CHOY14111,CHOY,2014,Spring,NW side,6,6,2014-05-18,True,1,8188.0,False,True,3.0,
CHOY14112,CHOY,2014,Spring,NW side,5,0,2014-05-17,False,7,7900.0,False,True,3.0,
DHA114108,DHA1,2014,Spring,NE Ridge,5,0,2014-05-12,False,4,7400.0,False,False,3.0,
DHA114109,DHA1,2014,Spring,NE Ridge,4,0,2014-05-04,False,4,7400.0,False,False,3.0,
DHA114110,DHA1,2014,Spring,NE Ridge,2,2,2014-05-18,True,1,8167.0,True,False,3.0,
DRAG14101,DRAG,2014,Spring,SE Face,13,2,2014-04-21,True,1,6185.0,False,False,,
EVER14136,EVER,2014,Spring,S Col-SE Ridge,1,0,2014-04-27,False,14,5350.0,False,True,,solo
EVER14151,EVER,2014,Spring,S Col-SE Ridge,4,0,2014-04-09,False,14,5350.0,False,True,,
EVER14153,EVER,2014,Spring,N Col-NE Ridge,5,2,2014-05-25,True,1,8849.0,True,True,3.0,
EVER14154,EVER,2014,Spring,N Col-NE Ridge,2,0,2014-05-23,False,4,7800.0,False,True,2.0,
EVER14161,EVER,2014,Spring,S Col-SE Ridge,1,1,2014-05-23,True,1,8849.0,True,True,3.0,solo
EVER14163,EVER,2014,Spring,N Col-NE Ridge,1,0,2014-04-23,False,7,6400.0,True,True,,solo
EVER14165,EVER,2014,Spring,N Col-NE Ridge,6,5,2014-05-25,True,1,8849.0,True,True,3.0,
EVER14166,EVER,2014,Spring,N Col-NE Ridge,19,17,2014-05-24,True,1,8849.0,True,True,3.0,
EVER14150,EVER,2014,Spring,S Col-SE Ridge,11,0,2014-04-18,False,6,5800.0,False,True,,
EVER14152,EVER,2014,Spring,N Col-NE Ridge,5,3,2014-05-25,True,1,8849.0,True,True,3.0,
EVER14127,EVER,2014,Spring,N Col-NE Ridge,1,0,2014-05-24,False,4,7800.0,False,True,2.0,solo
EVER14135,EVER,2014,Spring,S Col-SE Ridge,13,0,2014-04-18,False,14,5800.0,False,True,,
EVER14164,EVER,2014,Spring,N Col-NE Ridge,4,3,2014-05-24,True,1,8849.0,True,True,3.0,
GYAJ14101,GYAJ,2014,Spring,N Shoulder-W Ridge,3,0,2014-05-07,False,6,6100.0,False,False,2.0,
HIML14101,HIML,2014,Spring,W Face,8,0,2014-05-09,False,10,6360.0,False,False,2.0,
KANG14105,KANG,2014,Spring,SW Face,1,1,2014-05-18,True,1,8586.0,True,False,4.0,solo
KANG14106,KANG,2014,Spring,SW Face,1,1,2014-05-18,True,1,8586.0,False,False,4.0,solo
KANG14107,KANG,2014,Spring,SW Face,1,1,2014-05-20,True,1,8586.0,False,False,3.0,solo
KANG14108,KANG,2014,Spring,SW Face,1,1,2014-05-18,True,1,8586.0,True,False,4.0,solo
KANG14109,KANG,2014,Spring,SW Face,3,2,2014-05-18,True,1,8586.0,True,False,4.0,
KANG14110,KANG,2014,Spring,SW Face,5,4,2014-05-18,True,1,8586.0,True,False,3.0,
KANG14112,KANG,2014,Spring,SW Face,2,2,2014-05-18,True,1,8586.0,False,False,3.0,
KANG14113,KANG,2014,Spring,SW Face,4,1,2014-05-18,True,1,8586.0,False,False,3.0,
KANG14114,KANG,2014,Spring,SW Face,1,1,2014-05-18,True,1,8586.0,False,False,3.0,solo
KANG14111,KANG,2014,Spring,N Ridge,5,1,2014-05-18,True,1,8586.0,False,False,4.0,
LHOT14103,LHOT,2014,Spring,W Face,4,0,2014-05-17,False,5,8000.0,False,False,3.0,
LHOT14104,LHOT,2014,Spring,W Face,6,0,2014-04-18,False,14,5800.0,False,False,1.0,
LHOT14102,LHOT,2014,Spring,W Face,2,0,2014-04-18,False,14,5350.0,False,False,,
LOBE14101,LOBE,2014,Spring,E Face (new rte),4,4,2014-04-27,True,1,6119.0,False,False,,
THAM14101,THAM,2014,Spring,Central Spur of SW Face,2,2,2014-05-03,True,1,6618.0,False,False,6.0,
TLNG14101,TLNG,2014,Spring,NW Face-NW Pillar,3,0,2014-05-17,False,10,6400.0,False,False,1.0,
MANA13337,MANA,2013,Autumn,NE Face,3,0,2013-09-20,False,5,6200.0,False,True,1.0,
AMAD14104,AMAD,2014,Spring,SW Ridge,9,0,2014-04-28,False,6,6400.0,False,True,3.0,
KANG14102,KANG,2014,Spring,SW Face,1,1,2014-05-18,True,1,8586.0,True,False,,solo
YALU14101,YALU,2014,Spring,SW Face of KANG-SE Face of YALU,1,0,2014-05-20,False,4,8300.0,True,False,4.0,solo
LHOT14105,LHOT,2014,Spring,W Face,3,0,2014-04-14,False,14,5350.0,False,False,,
CHOY14106,CHOY,2014,Spring,NW side,5,2,2014-05-18,True,1,8188.0,False,True,,
EVER14123,EVER,2014,Spring,S Col-SE Ridge,4,0,,False,14,5350.0,False,True,,
EVER14144,EVER,2014,Spring,S Col-SE Ridge,35,0,2014-04-19,False,14,6400.0,False,True,,
EVER14124,EVER,2014,Spring,S Col-SE Ridge,5,0,,False,14,5350.0,False,True,,
EVER14162,EVER,2014,Spring,S Col-SE Ridge,3,0,,False,14,5350.0,False,True,,
EVER14138,EVER,2014,Spring,S Col-SE Ridge,7,0,,False,14,5350.0,False,True,,
EVER14139,EVER,2014,Spring,S Col-SE Ridge,6,0,,False,14,5350.0,False,True,,
EVER14141,EVER,2014,Spring,S Col-SE Ridge,3,0,,False,14,5350.0,False,True,,
EVER14143,EVER,2014,Spring,S Col-SE Ridge,2,0,2014-04-17,False,14,5350.0,False,True,,
LHOT14106,LHOT,2014,Spring,W Face,1,0,,False,14,5350.0,False,False,,solo
LHOT14107,LHOT,2014,Spring,W Face,5,0,,False,14,5350.0,False,False,,
LHOT14108,LHOT,2014,Spring,W Face,8,0,,False,14,5350.0,False,False,,
LHOT14109,LHOT,2014,Spring,W Face,4,0,,False,14,5350.0,False,False,,
LHOT14112,LHOT,2014,Spring,W Face,2,0,,False,14,5350.0,False,False,,
LHOT14110,LHOT,2014,Spring,W Face,1,0,,False,14,,False,False,,solo
LHOT14111,LHOT,2014,Spring,W Face,3,0,,False,14,5350.0,False,False,,
PUMO14102,PUMO,2014,Spring,SW Ridge,2,0,2014-04-29,False,4,6400.0,False,False,,
PUTH14101,PUTH,2014,Spring,NE Face,4,4,2014-05-18,True,1,7246.0,False,False,3.0,
HONG13301,HONG,2013,Autumn,,7,0,,False,0,,False,False,,
THUL13301,THUL,2013,Autumn,NW side,3,0,,False,5,5200.0,False,False,,
TUKU13302,TUKU,2013,Autumn,N Ridge?,2,0,,False,0,,False,False,,
TOBS13101,TOBS,2013,Spring,,2,0,,False,0,,False,False,,
TSAR13301,TSAR,2013,Autumn,NW side,2,0,2013-10-15,False,10,5700.0,False,False,1.0,
TENG13101,TENG,2013,Spring,,2,0,,False,12,,False,False,,
YAUP13301,YAUP,2013,Autumn,SE Face,2,0,2013-10-08,False,5,5100.0,False,False,,
RATC13302,RATC,2013,Autumn,,3,0,,False,0,,False,False,,
AMAD13345,AMAD,2013,Autumn,SW Ridge,10,0,,False,5,,False,True,,
AMAD13350,AMAD,2013,Autumn,SW Ridge,2,0,,False,5,,False,True,,
AMAD13351,AMAD,2013,Autumn,SW Ridge,2,2,2013-11-22,True,1,6814.0,False,False,,
AMAD13306,AMAD,2013,Autumn,SW Ridge,1,1,2013-11-25,True,1,6814.0,False,True,,solo
MANA13338,MANA,2013,Autumn,NE Face,3,0,,False,0,,False,True,,
HIML13314,HIML,2013,Autumn,W Ridge,1,1,2013-10-31,True,1,7126.0,False,False,,solo
THUL14101,THUL,2014,Spring,NW side,4,0,,False,0,,False,False,,
LHOT14113,LHOT,2014,Spring,W Face,2,0,,False,14,5350.0,False,False,,
CHOY14113,CHOY,2014,Spring,NW side,2,0,,False,0,,False,True,,
BARU14103,BARU,2014,Spring,SE Ridge,2,0,,False,0,,False,False,,
LHOT14114,LHOT,2014,Spring,W Face,4,0,,False,14,5350.0,False,False,,
LHOT14115,LHOT,2014,Spring,W Face,4,0,,False,14,5350.0,False,False,,
NUPT14101,NUPT,2014,Spring,N Face,3,0,,False,14,5350.0,False,False,,
CHOY13325,CHOY,2013,Autumn,NW side,7,1,2013-09-29,True,1,8188.0,True,True,,
LHOT14116,LHOT,2014,Spring,W Face,5,0,,False,14,5350.0,False,False,,
EVER14146,EVER,2014,Spring,S Col-SE Ridge,3,0,2014-04-18,False,6,5800.0,False,True,,
EVER14134,EVER,2014,Spring,S Col-SE Ridge,7,0,2014-04-18,False,6,5800.0,False,True,,
EVER14155,EVER,2014,Spring,S Col-SE Ridge,9,0,,False,14,5350.0,False,True,,
EVER14157,EVER,2014,Spring,S Col-SE Ridge,1,0,,False,14,5350.0,False,True,,solo
EVER14158,EVER,2014,Spring,S Col-SE Ridge,1,0,,False,14,5350.0,False,True,,solo
EVER14159,EVER,2014,Spring,S Col-SE Ridge,1,0,,False,14,5350.0,False,True,,solo
EVER14160,EVER,2014,Spring,S Col-SE Ridge,2,0,,False,14,5350.0,False,True,,
CHOY14301,CHOY,2014,Autumn,NW side,1,0,2014-09-30,False,7,7600.0,False,True,2.0,solo
HIML14301,HIML,2014,Autumn,W Ridge from SW,7,4,2014-09-24,True,1,7126.0,False,False,3.0,
MANA14301,MANA,2014,Autumn,NE Face,3,2,2014-09-26,True,1,8163.0,True,True,4.0,
MANA14302,MANA,2014,Autumn,NE Face,4,2,2014-09-27,True,1,8163.0,True,True,2.0,
MANA14303,MANA,2014,Autumn,NE Face,4,2,2014-09-25,True,1,8163.0,True,True,3.0,
MANA14304,MANA,2014,Autumn,NE Face,6,2,2014-09-30,True,1,8163.0,True,True,4.0,
CHOY11118,CHOY,2011,Spring,NW side,10,0,2011-05-21,False,9,7830.0,False,True,,
MANA14305,MANA,2014,Autumn,NE Face,7,4,2014-09-30,True,1,8163.0,False,True,4.0,
MANA14306,MANA,2014,Autumn,NE Face,4,1,2014-09-25,True,1,8163.0,False,True,4.0,
MANA14307,MANA,2014,Autumn,NE Face,7,0,2014-09-24,False,7,6800.0,False,True,4.0,
CHOY14302,CHOY,2014,Autumn,NW side,3,3,2014-10-02,True,1,8188.0,False,True,3.0,
CHOY14303,CHOY,2014,Autumn,NW side,1,1,2014-09-29,True,1,8188.0,False,True,2.0,solo
CHOY14304,CHOY,2014,Autumn,NW side,1,1,2014-09-29,True,1,8188.0,True,True,3.0,solo
MANA14308,MANA,2014,Autumn,NE Face,5,5,2014-10-01,True,1,8163.0,True,True,2.0,
CHOY14305,CHOY,2014,Autumn,NW side,6,5,2014-09-29,True,1,8188.0,True,True,3.0,
MANA14309,MANA,2014,Autumn,NE Face,13,11,2014-09-25,True,1,8163.0,True,True,4.0,
CHOY14306,CHOY,2014,Autumn,NW side,4,2,2014-10-02,True,1,8188.0,False,True,3.0,
MANA14310,MANA,2014,Autumn,NE Face,5,0,2014-09-24,False,5,8000.0,False,True,4.0,
CHOY14307,CHOY,2014,Autumn,NW side,4,1,2014-09-28,True,1,8188.0,True,True,2.0,
CHOY14308,CHOY,2014,Autumn,NW side,1,1,2014-09-27,True,1,8188.0,False,True,2.0,solo
HIML13401,HIML,2013,Winter,W Ridge from SW,6,0,,False,5,6000.0,False,False,,
CHOY14309,CHOY,2014,Autumn,NW side,3,2,2014-10-01,True,1,8188.0,True,True,2.0,
MANA14311,MANA,2014,Autumn,NE Face,10,8,2014-10-03,True,1,8163.0,True,True,4.0,
CHOY14310,CHOY,2014,Autumn,NW side,12,9,2014-09-29,True,1,8188.0,True,True,3.0,
MANA14312,MANA,2014,Autumn,NE Face,1,0,2014-09-28,False,14,6700.0,False,True,2.0,solo
CHOY14312,CHOY,2014,Autumn,NW side,1,1,2014-09-30,True,1,8188.0,True,True,2.0,solo
CHOY14313,CHOY,2014,Autumn,NW side,7,7,2014-10-06,True,1,8188.0,True,True,3.0,
CHOY14314,CHOY,2014,Autumn,NW side,4,3,2014-10-04,True,1,8188.0,True,True,3.0,
KANG14115,KANG,2014,Spring,SW Face,1,1,2014-05-18,True,1,8586.0,True,False,,solo
LUGU14101,LUGU,2014,Spring,S Couloir-SW Ridge,8,2,2014-04-23,True,1,6899.0,False,False,2.0,
AMAD14301,AMAD,2014,Autumn,SW Ridge,2,0,2014-10-15,False,5,5500.0,False,True,1.0,
AMAD14302,AMAD,2014,Autumn,SW Ridge,7,0,2014-11-15,False,12,6400.0,False,True,2.0,
AMAD14303,AMAD,2014,Autumn,SW Ridge,2,0,2014-10-29,False,7,6100.0,False,True,1.0,
AMAD14304,AMAD,2014,Autumn,SW Ridge,1,0,2014-10-23,False,7,5760.0,False,True,1.0,solo
AMAD14305,AMAD,2014,Autumn,SW Ridge,9,7,2014-11-02,True,1,6814.0,False,True,3.0,
AMAD14306,AMAD,2014,Autumn,SW Ridge,2,1,2014-10-26,True,1,6814.0,False,True,2.0,
AMAD14307,AMAD,2014,Autumn,SW Ridge,4,1,2014-10-22,True,1,6814.0,True,True,2.0,
AMAD14308,AMAD,2014,Autumn,SW Ridge,2,2,2014-10-27,True,1,6814.0,False,True,2.0,
AMAD14309,AMAD,2014,Autumn,SW Ridge,8,5,2014-11-02,True,1,6814.0,True,True,2.0,
AMAD14312,AMAD,2014,Autumn,SW Ridge,6,3,2014-10-26,True,1,6814.0,False,True,2.0,
AMAD14313,AMAD,2014,Autumn,SW Ridge,3,2,2014-11-02,True,1,6814.0,False,True,2.0,
AMAD14314,AMAD,2014,Autumn,SW Ridge,5,0,2014-11-03,False,5,6300.0,False,True,1.0,
AMAD14317,AMAD,2014,Autumn,SW Ridge,9,4,2014-10-19,True,1,6814.0,False,True,3.0,
AMAD14318,AMAD,2014,Autumn,SW Ridge,9,0,2014-11-04,False,6,6150.0,False,True,2.0,
AMAD14319,AMAD,2014,Autumn,N Ridge,6,0,2014-11-02,False,5,6500.0,False,False,1.0,
AMAD14320,AMAD,2014,Autumn,SW Ridge,4,0,2014-10-29,False,5,6000.0,False,True,1.0,
AMAD14321,AMAD,2014,Autumn,SW Ridge,4,2,2014-10-19,True,1,6814.0,False,True,2.0,
AMAD14322,AMAD,2014,Autumn,SW Ridge,8,3,2014-10-23,True,1,6814.0,False,True,2.0,
BARU14301,BARU,2014,Autumn,SE Ridge,3,3,2014-11-05,True,1,7152.0,False,False,2.0,
BARU14302,BARU,2014,Autumn,SE Ridge,2,0,2014-10-09,False,5,6180.0,False,False,1.0,
CHOY14317,CHOY,2014,Autumn,NW side,10,6,2014-09-29,True,1,8188.0,False,True,3.0,
CHOY14319,CHOY,2014,Autumn,NW side,2,1,2014-10-01,True,1,8188.0,False,True,2.0,
CHOY14320,CHOY,2014,Autumn,NW side,3,2,2014-10-02,True,1,8188.0,True,True,3.0,
CHOY14321,CHOY,2014,Autumn,NW side,6,4,2014-10-02,True,1,8188.0,True,True,2.0,
CHOY14323,CHOY,2014,Autumn,NW side,2,1,2014-10-02,True,1,8188.0,True,True,3.0,
CHOY14324,CHOY,2014,Autumn,NW side,2,2,2014-09-29,True,1,8188.0,True,True,3.0,
CHOY14325,CHOY,2014,Autumn,NW side,3,0,2014-09-27,False,7,7133.0,False,True,2.0,
CHOY14326,CHOY,2014,Autumn,NW side,5,3,2014-09-29,True,1,8188.0,True,True,3.0,
CHOY14328,CHOY,2014,Autumn,NW side,11,8,2014-09-30,True,1,8188.0,True,True,2.0,
HIML14302,HIML,2014,Autumn,W Ridge,13,0,,False,11,,False,False,,
MAKA14301,MAKA,2014,Autumn,SE Ridge,8,0,2014-10-22,False,8,7800.0,True,False,4.0,
MANA14313,MANA,2014,Autumn,NE Face,2,0,2014-10-06,False,5,6800.0,True,True,2.0,
MANA14314,MANA,2014,Autumn,NE Face,2,0,2014-09-24,False,7,7400.0,True,True,4.0,
MANA14315,MANA,2014,Autumn,NE Face,4,1,2014-10-02,True,1,8163.0,False,True,4.0,
MANA14316,MANA,2014,Autumn,NE Face,8,6,2014-09-25,True,1,8163.0,True,True,,
MANA14317,MANA,2014,Autumn,NE Face,2,0,2014-09-26,False,7,7600.0,True,True,4.0,
PK4114301,PK41,2014,Autumn,N Face,4,0,2014-10-11,False,4,6140.0,False,False,,
PUTH14301,PUTH,2014,Autumn,NE Ridge,10,0,2014-10-21,False,12,4950.0,False,False,,
PUTH14302,PUTH,2014,Autumn,NE side,3,0,2014-10-10,False,5,6200.0,False,False,2.0,
TAWO14301,TAWO,2014,Autumn,A ridge on N Face,2,0,2014-10-31,False,10,6100.0,False,False,,
TENR14301,TENR,2014,Autumn,W Face,2,0,2014-11-07,False,5,4230.0,False,False,,
DHA114111,DHA1,2014,Spring,NE Ridge,3,2,2014-05-18,True,1,8167.0,True,False,,
DHA114301,DHA1,2014,Autumn,NE Ridge,10,0,2014-10-09,False,6,6600.0,False,False,,
LANR71301,LANR,1971,Autumn,SW Ridge,3,0,1971-10-12,False,8,6000.0,False,False,3.0,
AMAD14329,AMAD,2014,Autumn,SW Ridge,3,0,2014-11-03,False,5,6100.0,False,True,1.0,
AMAD14330,AMAD,2014,Autumn,SW Ridge,11,0,2014-11-16,False,5,6300.0,False,True,4.0,
AMAD14331,AMAD,2014,Autumn,SW Ridge,1,1,2014-10-28,True,1,6814.0,False,True,2.0,solo
AMAD14332,AMAD,2014,Autumn,SW Ridge,5,1,2014-11-22,True,1,6814.0,False,True,2.0,
HIML14303,HIML,2014,Autumn,W Ridge from SW,5,4,2014-10-26,True,1,7126.0,True,False,3.0,
TOBS14301,TOBS,2014,Autumn,S Ridge,23,0,2014-11-30,False,10,4860.0,False,False,,
AMAD14324,AMAD,2014,Autumn,SW Ridge,6,1,2014-11-14,True,1,6814.0,False,True,2.0,
AMAD14325,AMAD,2014,Autumn,SW Ridge,2,1,2014-11-14,True,1,6814.0,False,True,2.0,
AMAD14326,AMAD,2014,Autumn,SW Ridge,1,0,2014-11-19,False,7,5800.0,False,True,1.0,solo
AMAD14327,AMAD,2014,Autumn,SW Ridge,3,1,2014-11-15,True,1,6814.0,False,True,1.0,
EVER14167,EVER,2014,Spring,N Col-NE Ridge,1,1,2014-05-25,True,1,8849.0,True,True,,solo
EVER14168,EVER,2014,Spring,N Col-NE Ridge,1,0,2014-05-23,False,7,7800.0,True,True,,solo
PLNG06301,PLNG,2006,Autumn,SW Face (up); W Ridge (down),1,1,2006-09-19,True,1,7012.0,False,False,,solo
POTA08101,POTA,2008,Spring,SW Ridge,2,1,2008-05-09,True,1,6182.0,False,False,,
PANN13301,PANN,2013,Autumn,NE Face (direct),2,2,2013-11-01,True,1,6478.0,False,False,,
PANN09301,PANN,2009,Autumn,NE Face (via 6150m col),8,0,2009-10-22,False,3,6150.0,False,False,,
LHOT14301,LHOT,2014,Autumn,S Face,7,0,2014-11-02,False,4,7900.0,False,False,3.0,
HIML14304,HIML,2014,Autumn,W Ridge from SW,7,4,2014-10-27,True,1,7126.0,False,False,,
NUPT14301,NUPT,2014,Autumn,S Face (to 6100m),2,0,2014-10-29,False,5,6400.0,False,False,,
CHUG14301,CHUG,2014,Autumn,W Face,2,2,2014-11-12,True,1,6258.0,False,False,,
DORJ79301,DORJ,1979,Autumn,W Ridge,4,2,,True,1,6966.0,False,False,2.0,
CHOB79301,CHOB,1979,Autumn,SW Ridge?,2,0,,False,4,6400.0,False,False,1.0,
AMAD14310,AMAD,2014,Autumn,SW Ridge,4,2,2014-10-25,True,1,6814.0,False,True,2.0,
AMAD14311,AMAD,2014,Autumn,SW Ridge,2,0,,False,4,,False,True,,
AMAD14315,AMAD,2014,Autumn,SW Ridge,4,2,2014-10-23,True,1,6814.0,False,True,2.0,
AMAD14316,AMAD,2014,Autumn,SW Ridge,5,0,,False,6,,False,True,,
AMAD14337,AMAD,2014,Autumn,SW Ridge,4,0,2014-11-21,False,5,6380.0,False,False,2.0,
AMAD14335,AMAD,2014,Autumn,SW Ridge,5,0,,False,5,,False,True,,
AMAD14336,AMAD,2014,Autumn,SW Ridge,1,0,2014-10-30,False,4,6500.0,False,True,,solo
AMAD14334,AMAD,2014,Autumn,SW Ridge,7,0,2014-11-03,False,6,6400.0,False,True,,
AMAD14338,AMAD,2014,Autumn,SW Ridge,6,5,2014-10-20,True,1,6814.0,False,True,2.0,
AMAD14339,AMAD,2014,Autumn,SW Ridge,17,7,2014-10-28,True,1,6814.0,False,True,,
AMAD14340,AMAD,2014,Autumn,SW Ridge,8,0,,False,5,6150.0,False,True,2.0,
AMAD14333,AMAD,2014,Autumn,SW Ridge,1,0,2014-11-18,False,7,6100.0,False,True,1.0,solo
AMAD14342,AMAD,2014,Autumn,SW Ridge,6,0,,False,5,6400.0,False,True,2.0,
AMAD14343,AMAD,2014,Autumn,SW Ridge,6,5,2014-10-20,True,1,6814.0,False,True,,
AMAD14344,AMAD,2014,Autumn,SW Ridge,3,2,2014-10-24,True,1,6814.0,False,True,,
AMAD14345,AMAD,2014,Autumn,SW Ridge,4,2,2014-10-19,True,1,6814.0,False,True,2.0,
AMAD14346,AMAD,2014,Autumn,SW Ridge,4,3,2014-10-28,True,1,6814.0,False,False,,
AMAD14347,AMAD,2014,Autumn,SW Ridge,10,0,2014-11-03,False,5,6000.0,False,False,1.0,
AMAD14341,AMAD,2014,Autumn,SW Ridge,8,5,2014-11-14,True,1,6814.0,False,True,,
AMAD14323,AMAD,2014,Autumn,SW Ridge,10,0,2014-11-15,False,5,5400.0,False,True,,
AMAD14328,AMAD,2014,Autumn,SW Ridge,4,1,2014-11-25,True,1,6814.0,False,True,,
BARU14303,BARU,2014,Autumn,SE Ridge,2,0,2014-11-04,False,10,6995.0,False,False,2.0,
BARU14304,BARU,2014,Autumn,SE Ridge,12,4,2014-11-04,True,1,7152.0,False,False,,
BARU14305,BARU,2014,Autumn,SE Ridge,6,1,2014-11-05,True,1,7152.0,False,False,,
BARU14306,BARU,2014,Autumn,SE Ridge,8,2,2014-11-04,True,1,7152.0,False,False,2.0,
CHOY14311,CHOY,2014,Autumn,NW side,2,2,2014-09-29,True,1,8188.0,True,True,,
CHOY14318,CHOY,2014,Autumn,NW side,3,2,2014-09-29,True,1,8188.0,True,True,,
CHOY14315,CHOY,2014,Autumn,NW side,13,8,2014-09-28,True,1,8188.0,True,True,,
CHOY14316,CHOY,2014,Autumn,NW side,6,5,2014-09-28,True,1,8188.0,True,True,,
CHOY14322,CHOY,2014,Autumn,NW side,19,12,2014-09-28,True,1,8188.0,False,True,,
CHOY14327,CHOY,2014,Autumn,NW side,7,5,2014-10-01,True,1,8188.0,False,True,3.0,
GYAJ14301,GYAJ,2014,Autumn,NW Ridge?,3,0,,False,0,,False,False,,
MANA14320,MANA,2014,Autumn,NE Face,1,1,2014-10-01,True,1,8163.0,False,True,3.0,solo
MANA14318,MANA,2014,Autumn,NE Face,1,1,2014-10-01,True,1,8163.0,True,True,,solo
AMAD09401,AMAD,2009,Winter,SW Ridge,1,1,2009-12-19,True,1,6814.0,False,True,,solo
MANA14319,MANA,2014,Autumn,NE Face,4,3,2014-10-01,True,1,8163.0,True,True,,
MANA14321,MANA,2014,Autumn,NE Face,5,2,2014-10-01,True,1,8163.0,False,True,,
MANA14322,MANA,2014,Autumn,NE Face,1,1,2014-09-25,True,1,8163.0,False,True,,solo
MANA14323,MANA,2014,Autumn,NE Face,3,3,2014-09-25,True,1,8163.0,False,True,,
PUTH14304,PUTH,2014,Autumn,NE Face?,6,2,2014-09-24,True,1,7246.0,False,False,,
MUST14301,MUST,2014,Autumn,E Ridge-N Face (to 6135m),3,3,2014-11-02,False,1,6195.0,False,False,2.0,
MNSL14301,MNSL,2014,Autumn,E Ridge,5,4,2014-09-29,True,1,6235.0,False,False,2.0,
MANA14324,MANA,2014,Autumn,NE Face,4,1,2014-10-01,True,1,8163.0,False,True,3.0,
TILI14301,TILI,2014,Autumn,N side,3,0,,False,4,,False,False,,
TILI14302,TILI,2014,Autumn,N side,3,0,,False,5,,False,False,,
TUKU14301,TUKU,2014,Autumn,NE Ridge,5,0,2014-10-12,False,4,5800.0,False,False,,
PUTH14305,PUTH,2014,Autumn,NE Ridge,13,1,2014-10-01,True,1,7246.0,False,False,3.0,
PUTH14306,PUTH,2014,Autumn,NE Face,2,2,2014-09-22,True,1,7246.0,False,False,,
PUTH14303,PUTH,2014,Autumn,NE Face,9,0,,False,5,6000.0,False,False,,
NANG14301,NANG,2014,Autumn,S Ridge,2,2,2014-11-17,True,1,6547.0,False,False,1.0,
CPHU14301,CPHU,2014,Autumn,SW side,3,0,,False,10,6200.0,False,False,,
PATR14301,PATR,2014,Autumn,N Face,2,0,2014-10-30,False,10,5400.0,False,False,,
AMAD15101,AMAD,2015,Spring,SW Ridge,10,0,2015-05-05,False,5,6300.0,True,True,2.0,
ANN115101,ANN1,2015,Spring,N Face,7,7,2015-03-24,True,1,8091.0,True,False,4.0,
CHOY15101,CHOY,2015,Spring,NW side,7,0,2015-04-27,False,14,5200.0,False,True,,
CHOY15102,CHOY,2015,Spring,NW side,1,0,2015-04-24,False,14,5650.0,False,True,,solo
